asset1,asset2,correlation,abs_correlation,category1,category2,pair_type
DEM,EZA,0.7553428966273351,0.7553428966273351,EM_Broad,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
EMQQ,JD,0.7544243542027235,0.7544243542027235,EM_Sector,China_Stocks,EM-EM (HIGH PRIORITY)
EEMV,EMQQ,0.7527353815576853,0.7527353815576853,EM_Broad,EM_Sector,EM-EM (HIGH PRIORITY)
EELV,EZA,0.7527323526380498,0.7527323526380498,EM_Sector,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
EELV,VT,0.7521938887092848,0.7521938887092848,EM_Sector,Developed_Indices,EM-Developed (MEDIUM PRIORITY)
DEM,EMQQ,0.749456639936448,0.749456639936448,EM_Broad,EM_Sector,EM-EM (HIGH PRIORITY)
EEM,EWH,0.7490792055533092,0.7490792055533092,EM_Broad,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
EWS,VT,0.7489280543845078,0.7489280543845078,EM_Country_ETFs,Developed_Indices,EM-Developed (MEDIUM PRIORITY)
TSM,XLK,0.7486002411792725,0.7486002411792725,Taiwan_Stocks,Developed_Sectors,EM-Developed (MEDIUM PRIORITY)
DEM,VT,0.7481953570780556,0.7481953570780556,EM_Broad,Developed_Indices,EM-Developed (MEDIUM PRIORITY)
EDIV,VEA,0.7471985649354059,0.7471985649354059,EM_Broad,Developed_Indices,EM-Developed (MEDIUM PRIORITY)
KWEB,WB,0.747108265475013,0.747108265475013,EM_Country_ETFs,China_Stocks,EM-EM (HIGH PRIORITY)
COPX,DEM,0.746788207105305,0.746788207105305,Commodities_Metals,EM_Broad,EM-Commodity (MEDIUM PRIORITY)
EZA,SCHE,0.7467093260158377,0.7467093260158377,EM_Country_ETFs,EM_Broad,EM-EM (HIGH PRIORITY)
EZA,VWO,0.7453246796034706,0.7453246796034706,EM_Country_ETFs,EM_Broad,EM-EM (HIGH PRIORITY)
KEMX,VTI,0.7440981672767715,0.7440981672767715,EM_Sector,Developed_Indices,EM-Developed (MEDIUM PRIORITY)
PICK,VT,0.7436792635211831,0.7436792635211831,Commodities_Metals,Developed_Indices,Non-EM (LOW PRIORITY)
PICK,XLB,0.743117547678682,0.743117547678682,Commodities_Metals,Developed_Sectors,Non-EM (LOW PRIORITY)
EFA,XLB,0.74303034398002,0.74303034398002,Developed_Indices,Developed_Sectors,Non-EM (LOW PRIORITY)
EZA,SPEM,0.7427244826382463,0.7427244826382463,EM_Country_ETFs,EM_Broad,EM-EM (HIGH PRIORITY)
BIDU,EMQQ,0.7426168494961644,0.7426168494961644,China_Stocks,EM_Sector,EM-EM (HIGH PRIORITY)
EWT,XLK,0.7425002974408671,0.7425002974408671,EM_Country_ETFs,Developed_Sectors,EM-Developed (MEDIUM PRIORITY)
EEMV,VT,0.7421136593981255,0.7421136593981255,EM_Broad,Developed_Indices,EM-Developed (MEDIUM PRIORITY)
KEMX,PICK,0.7411731586152942,0.7411731586152942,EM_Sector,Commodities_Metals,EM-Commodity (MEDIUM PRIORITY)
COPX,EEM,0.7409849179099308,0.7409849179099308,Commodities_Metals,EM_Broad,EM-Commodity (MEDIUM PRIORITY)
ASX,TSM,0.7405894862379283,0.7405894862379283,Taiwan_Stocks,Taiwan_Stocks,EM-EM (HIGH PRIORITY)
EEMV,EWT,0.7404318915066419,0.7404318915066419,EM_Broad,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
COPX,IEMG,0.7402009772633396,0.7402009772633396,Commodities_Metals,EM_Broad,EM-Commodity (MEDIUM PRIORITY)
GDX,SLV,0.7395192003201865,0.7395192003201865,Commodities_Metals,Commodities_Metals,Non-EM (LOW PRIORITY)
DIA,VEA,0.7386059589832576,0.7386059589832576,Developed_Indices,Developed_Indices,Non-EM (LOW PRIORITY)
COPX,SCHE,0.7385216410975729,0.7385216410975729,Commodities_Metals,EM_Broad,EM-Commodity (MEDIUM PRIORITY)
COPX,SPEM,0.7380173460403742,0.7380173460403742,Commodities_Metals,EM_Broad,EM-Commodity (MEDIUM PRIORITY)
BIDU,MCHI,0.7375949973063562,0.7375949973063562,China_Stocks,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
BIDU,FXI,0.737326833182301,0.737326833182301,China_Stocks,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
HYG,VEA,0.73698926619717,0.73698926619717,Bonds,Developed_Indices,Non-EM (LOW PRIORITY)
EWT,VEA,0.7366578481734872,0.7366578481734872,EM_Country_ETFs,Developed_Indices,EM-Developed (MEDIUM PRIORITY)
COPX,VWO,0.7360591047694043,0.7360591047694043,Commodities_Metals,EM_Broad,EM-Commodity (MEDIUM PRIORITY)
KEMX,SPY,0.7358581654995218,0.7358581654995218,EM_Sector,Developed_Indices,EM-Developed (MEDIUM PRIORITY)
EWH,IEMG,0.7352247547370978,0.7352247547370978,EM_Country_ETFs,EM_Broad,EM-EM (HIGH PRIORITY)
VEA,XLI,0.7349482882203712,0.7349482882203712,Developed_Indices,Developed_Sectors,Non-EM (LOW PRIORITY)
EWT,QQQ,0.734827350397401,0.734827350397401,EM_Country_ETFs,Developed_Indices,EM-Developed (MEDIUM PRIORITY)
KEMX,QQQ,0.7338627226644824,0.7338627226644824,EM_Sector,Developed_Indices,EM-Developed (MEDIUM PRIORITY)
EWZ,UGP,0.7336641678960188,0.7336641678960188,EM_Country_ETFs,Brazil_Stocks,EM-EM (HIGH PRIORITY)
EDIV,EFA,0.7333969959410556,0.7333969959410556,EM_Broad,Developed_Indices,EM-Developed (MEDIUM PRIORITY)
BILI,MCHI,0.7333310404672896,0.7333310404672896,China_Stocks,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
DEM,FXI,0.7333240300451672,0.7333240300451672,EM_Broad,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
BILI,FXI,0.7326498281377148,0.7326498281377148,China_Stocks,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
BABA,JD,0.7316432730849217,0.7316432730849217,China_Stocks,China_Stocks,EM-EM (HIGH PRIORITY)
EZA,KEMX,0.731232046678194,0.731232046678194,EM_Country_ETFs,EM_Sector,EM-EM (HIGH PRIORITY)
EEMV,PICK,0.7303992255198525,0.7303992255198525,EM_Broad,Commodities_Metals,EM-Commodity (MEDIUM PRIORITY)
BBD,EWZ,0.7296704994522913,0.7296704994522913,Brazil_Stocks,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
XLB,XLF,0.7292792414359325,0.7292792414359325,Developed_Sectors,Developed_Sectors,Non-EM (LOW PRIORITY)
EMB,TLT,0.7292645786189472,0.7292645786189472,Bonds,Bonds,Non-EM (LOW PRIORITY)
XLI,XLK,0.72873519947507,0.72873519947507,Developed_Sectors,Developed_Sectors,Non-EM (LOW PRIORITY)
IWM,VEA,0.7282325344390217,0.7282325344390217,Developed_Indices,Developed_Indices,Non-EM (LOW PRIORITY)
DIA,EFA,0.7259689754429977,0.7259689754429977,Developed_Indices,Developed_Indices,Non-EM (LOW PRIORITY)
EWS,IEMG,0.725316139915806,0.725316139915806,EM_Country_ETFs,EM_Broad,EM-EM (HIGH PRIORITY)
CEW,FXA,0.7252783046224548,0.7252783046224548,Currencies,Currencies,Non-EM (LOW PRIORITY)
SID,VALE,0.7252700167836587,0.7252700167836587,Brazil_Stocks,Brazil_Stocks,EM-EM (HIGH PRIORITY)
ASHR,KWEB,0.7246747551080346,0.7246747551080346,EM_Country_ETFs,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
EWT,EWY,0.7242987008395513,0.7242987008395513,EM_Country_ETFs,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
DIA,XLK,0.7240757458197291,0.7240757458197291,Developed_Indices,Developed_Sectors,Non-EM (LOW PRIORITY)
BABA,BIDU,0.7239743956818787,0.7239743956818787,China_Stocks,China_Stocks,EM-EM (HIGH PRIORITY)
EELV,EWT,0.7239351202187039,0.7239351202187039,EM_Sector,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
KEMX,XLK,0.7217020323768043,0.7217020323768043,EM_Sector,Developed_Sectors,EM-Developed (MEDIUM PRIORITY)
EEMV,FXI,0.7201585606543646,0.7201585606543646,EM_Broad,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
EEMV,EZA,0.7200880449471776,0.7200880449471776,EM_Broad,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
EFA,XLI,0.71989882621855,0.71989882621855,Developed_Indices,Developed_Sectors,Non-EM (LOW PRIORITY)
FXA,FXC,0.719871753829343,0.719871753829343,Currencies,Currencies,Non-EM (LOW PRIORITY)
DEM,MCHI,0.7198365121040501,0.7198365121040501,EM_Broad,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
CEW,EELV,0.7194876649441673,0.7194876649441673,Currencies,EM_Sector,EM-Other (MEDIUM PRIORITY)
DIA,HYG,0.7194477921694163,0.7194477921694163,Developed_Indices,Bonds,Non-EM (LOW PRIORITY)
EEMV,EWY,0.7185977539818017,0.7185977539818017,EM_Broad,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
EFA,HYG,0.7185739869545816,0.7185739869545816,Developed_Indices,Bonds,Non-EM (LOW PRIORITY)
EWY,VEA,0.7183073868787756,0.7183073868787756,EM_Country_ETFs,Developed_Indices,EM-Developed (MEDIUM PRIORITY)
EDIV,EWT,0.7177982743296994,0.7177982743296994,EM_Broad,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
ARGT,TEO,0.7173699215403494,0.7173699215403494,EM_Country_ETFs,Other_EM_Stocks,EM-EM (HIGH PRIORITY)
IWM,QQQ,0.716628575472151,0.716628575472151,Developed_Indices,Developed_Indices,Non-EM (LOW PRIORITY)
EEM,EWS,0.7159883095520534,0.7159883095520534,EM_Broad,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
EFA,EWT,0.7157104017726283,0.7157104017726283,Developed_Indices,EM_Country_ETFs,EM-Developed (MEDIUM PRIORITY)
ASX,XLK,0.7154148044940783,0.7154148044940783,Taiwan_Stocks,Developed_Sectors,EM-Developed (MEDIUM PRIORITY)
EWT,VTI,0.7143838164014111,0.7143838164014111,EM_Country_ETFs,Developed_Indices,EM-Developed (MEDIUM PRIORITY)
BBD,ITUB,0.7140029866971147,0.7140029866971147,Brazil_Stocks,Brazil_Stocks,EM-EM (HIGH PRIORITY)
QQQ,TSM,0.7136653854902771,0.7136653854902771,Developed_Indices,Taiwan_Stocks,EM-Developed (MEDIUM PRIORITY)
HYG,LQD,0.7114630986998073,0.7114630986998073,Bonds,Bonds,Non-EM (LOW PRIORITY)
EWT,SPY,0.7104581703780297,0.7104581703780297,EM_Country_ETFs,Developed_Indices,EM-Developed (MEDIUM PRIORITY)
EEMV,MCHI,0.7100213514916965,0.7100213514916965,EM_Broad,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
EWS,SPEM,0.7100004760827637,0.7100004760827637,EM_Country_ETFs,EM_Broad,EM-EM (HIGH PRIORITY)
HYG,XLI,0.7097293136921181,0.7097293136921181,Bonds,Developed_Sectors,Non-EM (LOW PRIORITY)
FXA,VEA,0.7095148593803561,0.7095148593803561,Currencies,Developed_Indices,Non-EM (LOW PRIORITY)
EELV,EWS,0.7094833687180473,0.7094833687180473,EM_Sector,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
QQQ,VEA,0.7094767058083525,0.7094767058083525,Developed_Indices,Developed_Indices,Non-EM (LOW PRIORITY)
GLD,SLV,0.7093763484635174,0.7093763484635174,Commodities_Metals,Commodities_Metals,Non-EM (LOW PRIORITY)
EEMV,EWS,0.7092466873972766,0.7092466873972766,EM_Broad,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
COPX,DBB,0.7091952350293873,0.7091952350293873,Commodities_Metals,Commodities_Metals,Non-EM (LOW PRIORITY)
EWY,SPEM,0.7088871933566746,0.7088871933566746,EM_Country_ETFs,EM_Broad,EM-EM (HIGH PRIORITY)
LQD,SHY,0.7086881608005802,0.7086881608005802,Bonds,Bonds,Non-EM (LOW PRIORITY)
EELV,EWM,0.708513929825811,0.708513929825811,EM_Sector,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
EWS,VWO,0.7083743892070221,0.7083743892070221,EM_Country_ETFs,EM_Broad,EM-EM (HIGH PRIORITY)
DEM,EWY,0.7075607379829404,0.7075607379829404,EM_Broad,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
MCHI,WB,0.7075033906396657,0.7075033906396657,EM_Country_ETFs,China_Stocks,EM-EM (HIGH PRIORITY)
EWY,SCHE,0.7073371467617063,0.7073371467617063,EM_Country_ETFs,EM_Broad,EM-EM (HIGH PRIORITY)
EMB,IEF,0.7067909808893936,0.7067909808893936,Bonds,Bonds,Non-EM (LOW PRIORITY)
EELV,PICK,0.705994271002855,0.705994271002855,EM_Sector,Commodities_Metals,EM-Commodity (MEDIUM PRIORITY)
HYG,XLY,0.7051847870188246,0.7051847870188246,Bonds,Developed_Sectors,Non-EM (LOW PRIORITY)
EELV,FXA,0.7050970654853058,0.7050970654853058,EM_Sector,Currencies,EM-Other (MEDIUM PRIORITY)
FXY,UUP,-0.7050451683827648,0.7050451683827648,Currencies,Currencies,Non-EM (LOW PRIORITY)
DEM,EWH,0.7046297694000053,0.7046297694000053,EM_Broad,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
EELV,EWY,0.7043947400019892,0.7043947400019892,EM_Sector,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
EZA,VEA,0.7041168455359911,0.7041168455359911,EM_Country_ETFs,Developed_Indices,EM-Developed (MEDIUM PRIORITY)
EWY,VWO,0.7040722041666251,0.7040722041666251,EM_Country_ETFs,EM_Broad,EM-EM (HIGH PRIORITY)
AMX,EWW,0.7040460531501501,0.7040460531501501,Other_EM_Stocks,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
EWS,KEMX,0.7038602547128914,0.7038602547128914,EM_Country_ETFs,EM_Sector,EM-EM (HIGH PRIORITY)
EWS,SCHE,0.7037992598523154,0.7037992598523154,EM_Country_ETFs,EM_Broad,EM-EM (HIGH PRIORITY)
XLF,XLY,0.7022744962698677,0.7022744962698677,Developed_Sectors,Developed_Sectors,Non-EM (LOW PRIORITY)
PCY,TLT,0.7021399106020045,0.7021399106020045,Bonds,Bonds,Non-EM (LOW PRIORITY)
EFA,IWM,0.7020249725818468,0.7020249725818468,Developed_Indices,Developed_Indices,Non-EM (LOW PRIORITY)
ASHR,EWH,0.7001143528069285,0.7001143528069285,EM_Country_ETFs,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
KWEB,YMM,0.6997444807719768,0.6997444807719768,EM_Country_ETFs,China_Stocks,EM-EM (HIGH PRIORITY)
EWY,VT,0.6996914683881184,0.6996914683881184,EM_Country_ETFs,Developed_Indices,EM-Developed (MEDIUM PRIORITY)
DEM,FXA,0.6996049867493045,0.6996049867493045,EM_Broad,Currencies,EM-Other (MEDIUM PRIORITY)
FXI,WB,0.699570536872068,0.699570536872068,EM_Country_ETFs,China_Stocks,EM-EM (HIGH PRIORITY)
COPX,VEA,0.699529903292417,0.699529903292417,Commodities_Metals,Developed_Indices,Non-EM (LOW PRIORITY)
FXC,UUP,-0.699489845507479,0.699489845507479,Currencies,Currencies,Non-EM (LOW PRIORITY)
DEM,EWS,0.6994732190392968,0.6994732190392968,EM_Broad,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
AFK,EZA,0.6994490906191771,0.6994490906191771,EM_Country_ETFs,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
IEMG,VTI,0.6990388773379714,0.6990388773379714,EM_Broad,Developed_Indices,EM-Developed (MEDIUM PRIORITY)
DEM,EPU,0.6977151462086273,0.6977151462086273,EM_Broad,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
AFK,PICK,0.6976836165475719,0.6976836165475719,EM_Country_ETFs,Commodities_Metals,EM-Commodity (MEDIUM PRIORITY)
EDIV,EZA,0.6967257786494024,0.6967257786494024,EM_Broad,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
EDIV,PICK,0.6960639320778668,0.6960639320778668,EM_Broad,Commodities_Metals,EM-Commodity (MEDIUM PRIORITY)
EDIV,EMQQ,0.6951996612389499,0.6951996612389499,EM_Broad,EM_Sector,EM-EM (HIGH PRIORITY)
EFA,QQQ,0.6951039680112986,0.6951039680112986,Developed_Indices,Developed_Indices,Non-EM (LOW PRIORITY)
EZA,PICK,0.6944492499088668,0.6944492499088668,EM_Country_ETFs,Commodities_Metals,EM-Commodity (MEDIUM PRIORITY)
XLB,XLY,0.6934205688258087,0.6934205688258087,Developed_Sectors,Developed_Sectors,Non-EM (LOW PRIORITY)
EPU,GDXJ,0.6926734300130325,0.6926734300130325,EM_Country_ETFs,Commodities_Metals,EM-Commodity (MEDIUM PRIORITY)
EEM,VTI,0.6919216184405519,0.6919216184405519,EM_Broad,Developed_Indices,EM-Developed (MEDIUM PRIORITY)
AFK,COPX,0.6915588014020801,0.6915588014020801,EM_Country_ETFs,Commodities_Metals,EM-Commodity (MEDIUM PRIORITY)
FXA,FXB,0.6914787513734003,0.6914787513734003,Currencies,Currencies,Non-EM (LOW PRIORITY)
ASX,QQQ,0.6911991945119701,0.6911991945119701,Taiwan_Stocks,Developed_Indices,EM-Developed (MEDIUM PRIORITY)
IEMG,SPY,0.6910476496425436,0.6910476496425436,EM_Broad,Developed_Indices,EM-Developed (MEDIUM PRIORITY)
FXA,IEMG,0.6908904618906152,0.6908904618906152,Currencies,EM_Broad,EM-Other (MEDIUM PRIORITY)
HYG,XLRE,0.69044996662035,0.69044996662035,Bonds,Developed_Sectors,Non-EM (LOW PRIORITY)
BIDU,JD,0.6900837246348842,0.6900837246348842,China_Stocks,China_Stocks,EM-EM (HIGH PRIORITY)
DEM,VALE,0.6899953992570573,0.6899953992570573,EM_Broad,Brazil_Stocks,EM-EM (HIGH PRIORITY)
EDIV,EWS,0.689834783943594,0.689834783943594,EM_Broad,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
EPU,IEMG,0.6897467978709175,0.6897467978709175,EM_Country_ETFs,EM_Broad,EM-EM (HIGH PRIORITY)
EWH,JD,0.6895085004971166,0.6895085004971166,EM_Country_ETFs,China_Stocks,EM-EM (HIGH PRIORITY)
EFA,FXA,0.6894793018381495,0.6894793018381495,Developed_Indices,Currencies,Non-EM (LOW PRIORITY)
FXA,UUP,-0.6894756071153947,0.6894756071153947,Currencies,Currencies,Non-EM (LOW PRIORITY)
EEM,EPU,0.6893368128252375,0.6893368128252375,EM_Broad,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
DIA,XLV,0.6887854431620748,0.6887854431620748,Developed_Indices,Developed_Sectors,Non-EM (LOW PRIORITY)
EEM,FXA,0.6868995924574111,0.6868995924574111,EM_Broad,Currencies,EM-Other (MEDIUM PRIORITY)
ASX,KEMX,0.6867274823522591,0.6867274823522591,Taiwan_Stocks,EM_Sector,EM-EM (HIGH PRIORITY)
HYG,XLB,0.686726910601813,0.686726910601813,Bonds,Developed_Sectors,Non-EM (LOW PRIORITY)
EEMV,FXA,0.6866325454996496,0.6866325454996496,EM_Broad,Currencies,EM-Other (MEDIUM PRIORITY)
NIO,XPEV,0.6852329880423992,0.6852329880423992,China_Stocks,China_Stocks,EM-EM (HIGH PRIORITY)
EEMV,EWH,0.6851267807591511,0.6851267807591511,EM_Broad,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
CEW,DEM,0.683905995989315,0.683905995989315,Currencies,EM_Broad,EM-Other (MEDIUM PRIORITY)
EEM,SPY,0.6837685255926367,0.6837685255926367,EM_Broad,Developed_Indices,EM-Developed (MEDIUM PRIORITY)
EDIV,FXI,0.6836946007824661,0.6836946007824661,EM_Broad,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
EPU,SPEM,0.6826044148768495,0.6826044148768495,EM_Country_ETFs,EM_Broad,EM-EM (HIGH PRIORITY)
HTHT,KWEB,0.6817935649081626,0.6817935649081626,China_Stocks,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
FXA,SPEM,0.6817514344370649,0.6817514344370649,Currencies,EM_Broad,EM-Other (MEDIUM PRIORITY)
EFA,EZA,0.6813911177864249,0.6813911177864249,Developed_Indices,EM_Country_ETFs,EM-Developed (MEDIUM PRIORITY)
EPU,VEA,0.6812475022427587,0.6812475022427587,EM_Country_ETFs,Developed_Indices,EM-Developed (MEDIUM PRIORITY)
VEA,XLY,0.6811862557387836,0.6811862557387836,Developed_Indices,Developed_Sectors,Non-EM (LOW PRIORITY)
FXA,VWO,0.6803866450380963,0.6803866450380963,Currencies,EM_Broad,EM-Other (MEDIUM PRIORITY)
IEMG,QQQ,0.6801585639375854,0.6801585639375854,EM_Broad,Developed_Indices,EM-Developed (MEDIUM PRIORITY)
CEW,EEMV,0.6800350416878402,0.6800350416878402,Currencies,EM_Broad,EM-Other (MEDIUM PRIORITY)
EDIV,VT,0.6794943409865744,0.6794943409865744,EM_Broad,Developed_Indices,EM-Developed (MEDIUM PRIORITY)
KWEB,VIPS,0.6789078166740957,0.6789078166740957,EM_Country_ETFs,China_Stocks,EM-EM (HIGH PRIORITY)
EPU,VWO,0.6786065473707306,0.6786065473707306,EM_Country_ETFs,EM_Broad,EM-EM (HIGH PRIORITY)
EELV,THD,0.6785821186989868,0.6785821186989868,EM_Sector,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
HYG,QQQ,0.6779922630154347,0.6779922630154347,Bonds,Developed_Indices,Non-EM (LOW PRIORITY)
EPU,SCHE,0.6778637976154129,0.6778637976154129,EM_Country_ETFs,EM_Broad,EM-EM (HIGH PRIORITY)
FXA,SCHE,0.6777693660120564,0.6777693660120564,Currencies,EM_Broad,EM-Other (MEDIUM PRIORITY)
COPX,EFA,0.6777292833164277,0.6777292833164277,Commodities_Metals,Developed_Indices,Non-EM (LOW PRIORITY)
BILI,JD,0.677473185881646,0.677473185881646,China_Stocks,China_Stocks,EM-EM (HIGH PRIORITY)
COPX,EZA,0.6768851827835651,0.6768851827835651,Commodities_Metals,EM_Country_ETFs,EM-Commodity (MEDIUM PRIORITY)
BILI,EMQQ,0.6763465000766197,0.6763465000766197,China_Stocks,EM_Sector,EM-EM (HIGH PRIORITY)
EDIV,FXA,0.6763417168318154,0.6763417168318154,EM_Broad,Currencies,EM-Other (MEDIUM PRIORITY)
KEMX,TSM,0.6762798341983413,0.6762798341983413,EM_Sector,Taiwan_Stocks,EM-EM (HIGH PRIORITY)
EFA,EWY,0.676116659495046,0.676116659495046,Developed_Indices,EM_Country_ETFs,EM-Developed (MEDIUM PRIORITY)
COPX,KEMX,0.6750998137517089,0.6750998137517089,Commodities_Metals,EM_Sector,EM-Commodity (MEDIUM PRIORITY)
COPX,EEMV,0.6750911912373903,0.6750911912373903,Commodities_Metals,EM_Broad,EM-Commodity (MEDIUM PRIORITY)
EMQQ,KEMX,0.6747125906769269,0.6747125906769269,EM_Sector,EM_Sector,EM-EM (HIGH PRIORITY)
EEM,QQQ,0.6745768485307392,0.6745768485307392,EM_Broad,Developed_Indices,EM-Developed (MEDIUM PRIORITY)
BABA,SCHE,0.674227582320445,0.674227582320445,China_Stocks,EM_Broad,EM-EM (HIGH PRIORITY)
EZA,FXA,0.6737536226374216,0.6737536226374216,EM_Country_ETFs,Currencies,EM-Other (MEDIUM PRIORITY)
XLB,XLRE,0.6735930466226634,0.6735930466226634,Developed_Sectors,Developed_Sectors,Non-EM (LOW PRIORITY)
IWM,XLK,0.6733320888538987,0.6733320888538987,Developed_Indices,Developed_Sectors,Non-EM (LOW PRIORITY)
EWS,VTI,0.6726696435381451,0.6726696435381451,EM_Country_ETFs,Developed_Indices,EM-Developed (MEDIUM PRIORITY)
DEM,ECH,0.6723461971134201,0.6723461971134201,EM_Broad,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
AFK,VEA,0.6720764810081854,0.6720764810081854,EM_Country_ETFs,Developed_Indices,EM-Developed (MEDIUM PRIORITY)
ASX,VT,0.6719503644112816,0.6719503644112816,Taiwan_Stocks,Developed_Indices,EM-Developed (MEDIUM PRIORITY)
ECH,IEMG,0.6713918538565187,0.6713918538565187,EM_Country_ETFs,EM_Broad,EM-EM (HIGH PRIORITY)
CEW,EZA,0.670759602072329,0.670759602072329,Currencies,EM_Country_ETFs,EM-Other (MEDIUM PRIORITY)
ECH,EEM,0.670557889555832,0.670557889555832,EM_Country_ETFs,EM_Broad,EM-EM (HIGH PRIORITY)
SPEM,VTI,0.6695236330345912,0.6695236330345912,EM_Broad,Developed_Indices,EM-Developed (MEDIUM PRIORITY)
SHY,TLT,0.6694167039024916,0.6694167039024916,Bonds,Bonds,Non-EM (LOW PRIORITY)
EDIV,MCHI,0.6693058387031108,0.6693058387031108,EM_Broad,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
EMQQ,WB,0.6689175369367313,0.6689175369367313,EM_Sector,China_Stocks,EM-EM (HIGH PRIORITY)
EWS,SPY,0.6686641676902003,0.6686641676902003,EM_Country_ETFs,Developed_Indices,EM-Developed (MEDIUM PRIORITY)
CEW,IEMG,0.6681637204463164,0.6681637204463164,Currencies,EM_Broad,EM-Other (MEDIUM PRIORITY)
EMQQ,PICK,0.6681616359135337,0.6681616359135337,EM_Sector,Commodities_Metals,EM-Commodity (MEDIUM PRIORITY)
BABA,VWO,0.6678707510939234,0.6678707510939234,China_Stocks,EM_Broad,EM-EM (HIGH PRIORITY)
DBO,XOP,0.6675356405866478,0.6675356405866478,Commodities_Energy,Commodities_Energy,Non-EM (LOW PRIORITY)
VEA,XLK,0.6673009093551915,0.6673009093551915,Developed_Indices,Developed_Sectors,Non-EM (LOW PRIORITY)
ECH,EELV,0.6666713962057936,0.6666713962057936,EM_Country_ETFs,EM_Sector,EM-EM (HIGH PRIORITY)
CEW,EEM,0.6661226322193533,0.6661226322193533,Currencies,EM_Broad,EM-Other (MEDIUM PRIORITY)
EMQQ,VT,0.6659388567196455,0.6659388567196455,EM_Sector,Developed_Indices,EM-Developed (MEDIUM PRIORITY)
BABA,EWH,0.6658311299250489,0.6658311299250489,China_Stocks,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
EFA,XLY,0.6657509869165648,0.6657509869165648,Developed_Indices,Developed_Sectors,Non-EM (LOW PRIORITY)
EWZ,SID,0.6654025010684599,0.6654025010684599,EM_Country_ETFs,Brazil_Stocks,EM-EM (HIGH PRIORITY)
ECH,SPEM,0.6653402001288283,0.6653402001288283,EM_Country_ETFs,EM_Broad,EM-EM (HIGH PRIORITY)
VTI,VWO,0.665086872238567,0.665086872238567,Developed_Indices,EM_Broad,EM-Developed (MEDIUM PRIORITY)
IBN,INDY,0.6649775946288446,0.6649775946288446,India_Stocks,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
SCHE,VTI,0.6636553601129391,0.6636553601129391,EM_Broad,Developed_Indices,EM-Developed (MEDIUM PRIORITY)
JD,SCHE,0.663454449222557,0.663454449222557,China_Stocks,EM_Broad,EM-EM (HIGH PRIORITY)
ECH,SCHE,0.6634373869255761,0.6634373869255761,EM_Country_ETFs,EM_Broad,EM-EM (HIGH PRIORITY)
DEM,KWEB,0.6632139736721064,0.6632139736721064,EM_Broad,EM_Country_ETFs,EM-EM (HIGH PRIORITY)
ECH,VWO,0.6631244944527989,0.6631244944527989,EM_Country_ETFs,EM_Broad,EM-EM (HIGH PRIORITY)
EELV,EMQQ,0.6629688670580048,0.6629688670580048,EM_Sector,EM_Sector,EM-EM (HIGH PRIORITY)
KEMX,XLB,0.6624869479550387,0.6624869479550387,EM_Sector,Developed_Sectors,EM-Developed (MEDIUM PRIORITY)
EPU,GDX,0.662439377516894,0.662439377516894,EM_Country_ETFs,Commodities_Metals,EM-Commodity (MEDIUM PRIORITY)
FXI,HTHT,0.6624245811754859,0.6624245811754859,EM_Country_ETFs,China_Stocks,EM-EM (HIGH PRIORITY)
